id,word
963,<unk> right new company offer issue same federal deal situation market plan first best money future only system sale u.s.
964,<unk> other the a more new N to specific in further share big good one employees about public major of
965,<eos> to in the <unk> on with a by for that and from is of as are into at said
966,<eos> in he and <unk> is the are that to on for have 's will it says can mr. i
967,<unk> u.s. country world san wake case bay state first red area N south los west house new past 1960s
968,<eos> and 's from <unk> the of in to for by that a who was which on is as were
969,<unk> <eos> of the a to in and was that for 's is it industries on had by its were
970,the a to 's by in <unk> with for that and is at <eos> on said of out would as
971,the a <unk> N april which new july june an march january london its this san national japan panama august
972,is <unk> 's are and the was in <eos> a have has had says on can it to were will
973,the a <unk> its new an $ united this federal international general western other american japan los N senior u.s.
974,the a <unk> $ an its mr. least this that all any N his about various it which their what
975,the <unk> buy a be sell make N pay get avoid reduce obtain take help acquire keep give pursue finance
976,<eos> in of for and to or a on from as over by with annually <unk> the that last at
977,would is will was has expects 's had to <unk> did plans sold may does might <eos> also could wanted
978,be the <unk> make see a have take do get give buy keep raise reduce avoid go pay provide meet
979,on in <eos> to by for with from a the under and of <unk> that because at or as since
980,<unk> the a its new computer japan this texas los time business N american one first san an three general
981,a the to <unk> that an in it not no <eos> N up for its more clear only was his
982,<unk> a n't in the <eos> being expected to under likely based scheduled now getting not and holding for on
983,N of <unk> is will to would million <eos> and in was miles points the has pages are from could
984,<eos> 's the <unk> a and in is to on for with that off as into from or out at
985,to in of for that a the <eos> and on <unk> with by is it into as under up would
986,<unk> way of to <eos> in and share or one for court longer plan on as version problem case tax
987,<unk> of N in group at <eos> official the and to $ program for a panel office who that on
988,<eos> in of to breakers <unk> and 's is by for the from has was on a as would breaker
989,to in a <unk> <eos> for the from on of if as and with 's or about over at that
990,the a <unk> N $ it its an that his mr. all this about half what inflation program one their
